Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English (United States),IUCN_Red_List_Category
15144,species,Passeriformes,Grallariidae,Antpittas,Grallaria varia,Variegated Antpitta,Variegated Antpitta,LC
15145,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria varia cinereiceps,,,
15146,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria varia varia,,,
15147,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria varia distincta,,,
15148,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria varia intercedens,,,
15149,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria varia imperator,,,
15150,species,Passeriformes,Grallariidae,Antpittas,Grallaria alleni,Moustached Antpitta,Moustached Antpitta,VU
15151,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria alleni alleni,,,
15152,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria alleni andaquiensis,,,
15153,species,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis,Scaled Antpitta,Scaled Antpitta,LC
15154,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis binfordi,,,
15155,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis ochraceiventris,,,
15156,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis guatimalensis,,,
15157,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis princeps,,,
15158,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis chocoensis,,,
15159,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis regulus,,,
15160,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis sororia,,,
15161,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis carmelitae,,,
15162,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis aripoensis,,,
15163,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria guatimalensis roraimae,,,
15164,species,Passeriformes,Grallariidae,Antpittas,Grallaria chthonia,Tachira Antpitta,Tachira Antpitta,CR
15165,species,Passeriformes,Grallariidae,Antpittas,Grallaria haplonota,Plain-backed Antpitta,Plain-backed Antpitta,LC
15166,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria haplonota haplonota,,,
15167,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria haplonota pariae,,,
15168,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria haplonota parambae,,,
15169,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria haplonota chaplinae,,,
15170,species,Passeriformes,Grallariidae,Antpittas,Grallaria dignissima,Ochre-striped Antpitta,Ochre-striped Antpitta,LC
15171,species,Passeriformes,Grallariidae,Antpittas,Grallaria eludens,Elusive Antpitta,Elusive Antpitta,LC
15172,species,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla,Chestnut-crowned Antpitta,Chestnut-crowned Antpitta,LC
15173,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla ruficapilla,,,
15174,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla perijana,,,
15175,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla avilae,,,
15176,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla nigrolineata,,,
15177,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla connectens,,,
15178,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla albiloris,,,
15179,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria ruficapilla interior,,,
15180,species,Passeriformes,Grallariidae,Antpittas,Grallaria watkinsi,Watkins's Antpitta,Watkins's Antpitta,NT
15181,species,Passeriformes,Grallariidae,Antpittas,Grallaria bangsi,Santa Marta Antpitta,Santa Marta Antpitta,VU
15182,species,Passeriformes,Grallariidae,Antpittas,Grallaria kaestneri,Cundinamarca Antpitta,Cundinamarca Antpitta,EN
15183,species,Passeriformes,Grallariidae,Antpittas,Grallaria andicolus,Stripe-headed Antpitta,Stripe-headed Antpitta,LC
15184,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria andicolus andicolus,,,
15185,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria andicolus punensis,,,
15186,species,Passeriformes,Grallariidae,Antpittas,Grallaria griseonucha,Grey-naped Antpitta,Gray-naped Antpitta,LC
15187,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria griseonucha tachirae,,,
15188,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria griseonucha griseonucha,,,
15189,species,Passeriformes,Grallariidae,Antpittas,Grallaria ridgelyi,Jocotoco Antpitta,Jocotoco Antpitta,EN
15190,species,Passeriformes,Grallariidae,Antpittas,Grallaria nuchalis,Chestnut-naped Antpitta,Chestnut-naped Antpitta,LC
15191,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria nuchalis ruficeps,,,
15192,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria nuchalis obsoleta,,,
15193,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria nuchalis nuchalis,,,
15194,species,Passeriformes,Grallariidae,Antpittas,Grallaria carrikeri,Pale-billed Antpitta,Pale-billed Antpitta,LC
15195,species,Passeriformes,Grallariidae,Antpittas,Grallaria albigula,White-throated Antpitta,White-throated Antpitta,LC
15196,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria albigula albigula,,,
15197,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria albigula cinereiventris,,,
15198,species,Passeriformes,Grallariidae,Antpittas,Grallaria flavotincta,Yellow-breasted Antpitta,Yellow-breasted Antpitta,LC
15199,species,Passeriformes,Grallariidae,Antpittas,Grallaria hypoleuca,White-bellied Antpitta,White-bellied Antpitta,LC
15200,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria hypoleuca castanea,,,
15201,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria hypoleuca hypoleuca,,,
15202,species,Passeriformes,Grallariidae,Antpittas,Grallaria przewalskii,Rusty-tinged Antpitta,Rusty-tinged Antpitta,LC
15203,species,Passeriformes,Grallariidae,Antpittas,Grallaria capitalis,Bay Antpitta,Bay Antpitta,LC
15204,species,Passeriformes,Grallariidae,Antpittas,Grallaria erythroleuca,Red-and-white Antpitta,Red-and-white Antpitta,LC
15205,species,Passeriformes,Grallariidae,Antpittas,Grallaria spatiator,Sierra Nevada Antpitta,Sierra Nevada Antpitta,NE
15206,species,Passeriformes,Grallariidae,Antpittas,Grallaria saltuensis,Perija Antpitta,Perija Antpitta,NT
15207,species,Passeriformes,Grallariidae,Antpittas,Grallaria rufocinerea,Bicolored Antpitta,Bicolored Antpitta,LC
15208,species,Passeriformes,Grallariidae,Antpittas,Grallaria rufula,Muisca Antpitta,Muisca Antpitta,NE
15209,species,Passeriformes,Grallariidae,Antpittas,Grallaria centralis,Oxapampa Antpitta,Oxapampa Antpitta,NE
15210,species,Passeriformes,Grallariidae,Antpittas,Grallaria ayacuchensis,Ayacucho Antpitta,Ayacucho Antpitta,NE
15211,species,Passeriformes,Grallariidae,Antpittas,Grallaria occabambae,Urubamba Antpitta,Urubamba Antpitta,NE
15212,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria occabambae occabambae,,,
15213,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria occabambae marcapatensis,,,
15214,species,Passeriformes,Grallariidae,Antpittas,Grallaria sinaensis,Puno Antpitta,Puno Antpitta,NE
15215,species,Passeriformes,Grallariidae,Antpittas,Grallaria cochabambae,Bolivian Antpitta,Bolivian Antpitta,NE
15216,species,Passeriformes,Grallariidae,Antpittas,Grallaria alvarezi,Chami Antpitta,Chami Antpitta,NE
15217,species,Passeriformes,Grallariidae,Antpittas,Grallaria saturata,Equatorial Antpitta,Equatorial Antpitta,NE
15218,species,Passeriformes,Grallariidae,Antpittas,Grallaria cajamarcae,Cajamarca Antpitta,Cajamarca Antpitta,NE
15219,species,Passeriformes,Grallariidae,Antpittas,Grallaria blakei,Chestnut Antpitta,Chestnut Antpitta,NE
15220,species,Passeriformes,Grallariidae,Antpittas,Grallaria gravesi,Chachapoyas Antpitta,Chachapoyas Antpitta,NE
15221,species,Passeriformes,Grallariidae,Antpittas,Grallaria oneilli,Panao Antpitta,Panao Antpitta,NE
15222,species,Passeriformes,Grallariidae,Antpittas,Grallaria obscura,Junin Antpitta,Junin Antpitta,NE
15223,species,Passeriformes,Grallariidae,Antpittas,Grallaria alticola,Boyaca Antpitta,Boyaca Antpitta,LC
15224,species,Passeriformes,Grallariidae,Antpittas,Grallaria quitensis,Tawny Antpitta,Tawny Antpitta,LC
15225,species,Passeriformes,Grallariidae,Antpittas,Grallaria atuensis,Atuen Antpitta,Atuen Antpitta,LC
15226,species,Passeriformes,Grallariidae,Antpittas,Grallaria urraoensis,Urrao Antpitta,Urrao Antpitta,CR
15227,species,Passeriformes,Grallariidae,Antpittas,Grallaria milleri,Brown-banded Antpitta,Brown-banded Antpitta,VU
15228,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria milleri gilesi,,,
15229,subspecies,Passeriformes,Grallariidae,Antpittas,Grallaria milleri milleri,,,
15230,species,Passeriformes,Grallariidae,Antpittas,Grallaria erythrotis,Rufous-faced Antpitta,Rufous-faced Antpitta,LC
15231,family,Passeriformes,Rhinocryptidae,Tapaculos,Rhinocryptidae,,,
15232,genus,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus,,,
15233,species,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus albicollis,White-throated Tapaculo,White-throated Tapaculo,LC
15234,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus albicollis atacamae,,,
15235,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus albicollis albicollis,,,
15236,species,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus rubecula,Chucao Tapaculo,Chucao Tapaculo,LC
15237,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus rubecula rubecula,,,
15238,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scelorchilus rubecula mochae,,,
15239,genus,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos,,,
15240,species,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos castaneus,Chestnut-throated Huet-huet,Chestnut-throated Huet-huet,LC
15241,species,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos tarnii,Black-throated Huet-huet,Black-throated Huet-huet,LC
15242,species,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos megapodius,Moustached Turca,Moustached Turca,LC
15243,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos megapodius atacamae,,,
15244,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Pteroptochos megapodius megapodius,,,
15245,genus,Passeriformes,Rhinocryptidae,Tapaculos,Psilorhamphus,,,
15246,species,Passeriformes,Rhinocryptidae,Tapaculos,Psilorhamphus guttatus,Spotted Bamboowren,Spotted Bamboowren,LC
15247,genus,Passeriformes,Rhinocryptidae,Tapaculos,Liosceles,,,
15248,species,Passeriformes,Rhinocryptidae,Tapaculos,Liosceles thoracicus,Rusty-belted Tapaculo,Rusty-belted Tapaculo,LC
15249,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Liosceles thoracicus dugandi,,,
15250,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Liosceles thoracicus erithacus,,,
15251,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Liosceles thoracicus thoracicus,,,
15252,genus,Passeriformes,Rhinocryptidae,Tapaculos,Acropternis,,,
15253,species,Passeriformes,Rhinocryptidae,Tapaculos,Acropternis orthonyx,Ocellated Tapaculo,Ocellated Tapaculo,LC
15254,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Acropternis orthonyx orthonyx,,,
15255,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Acropternis orthonyx infuscatus,,,
15256,genus,Passeriformes,Rhinocryptidae,Tapaculos,Teledromas,,,
15257,species,Passeriformes,Rhinocryptidae,Tapaculos,Teledromas fuscus,Sandy Gallito,Sandy Gallito,LC
15258,genus,Passeriformes,Rhinocryptidae,Tapaculos,Rhinocrypta,,,
15259,species,Passeriformes,Rhinocryptidae,Tapaculos,Rhinocrypta lanceolata,Crested Gallito,Crested Gallito,LC
15260,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Rhinocrypta lanceolata saturata,,,
15261,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Rhinocrypta lanceolata lanceolata,,,
15262,genus,Passeriformes,Rhinocryptidae,Tapaculos,Merulaxis,,,
15263,species,Passeriformes,Rhinocryptidae,Tapaculos,Merulaxis ater,Slaty Bristlefront,Slaty Bristlefront,LC
15264,species,Passeriformes,Rhinocryptidae,Tapaculos,Merulaxis stresemanni,Stresemann's Bristlefront,Stresemann's Bristlefront,CR
15265,genus,Passeriformes,Rhinocryptidae,Tapaculos,Eleoscytalopus,,,
15266,species,Passeriformes,Rhinocryptidae,Tapaculos,Eleoscytalopus indigoticus,White-breasted Tapaculo,White-breasted Tapaculo,LC
15267,species,Passeriformes,Rhinocryptidae,Tapaculos,Eleoscytalopus psychopompus,Bahia Tapaculo,Bahia Tapaculo,EN
15268,genus,Passeriformes,Rhinocryptidae,Tapaculos,Myornis,,,
15269,species,Passeriformes,Rhinocryptidae,Tapaculos,Myornis senilis,Ash-colored Tapaculo,Ash-colored Tapaculo,LC
15270,genus,Passeriformes,Rhinocryptidae,Tapaculos,Eugralla,,,
15271,species,Passeriformes,Rhinocryptidae,Tapaculos,Eugralla paradoxa,Ochre-flanked Tapaculo,Ochre-flanked Tapaculo,LC
15272,genus,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus,,,
15273,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus iraiensis,Marsh Tapaculo,Marsh Tapaculo,VU
15274,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus diamantinensis,Diamantina Tapaculo,Diamantina Tapaculo,EN
15275,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus novacapitalis,Brasilia Tapaculo,Brasilia Tapaculo,EN
15276,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus petrophilus,Rock Tapaculo,Rock Tapaculo,LC
15277,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus pachecoi,Planalto Tapaculo,Planalto Tapaculo,LC
15278,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus gonzagai,Boa Nova Tapaculo,Boa Nova Tapaculo,EN
15279,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus speluncae,Mouse-colored Tapaculo,Mouse-colored Tapaculo,LC
15280,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus fuscus,Dusky Tapaculo,Dusky Tapaculo,LC
15281,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus magellanicus,Magellanic Tapaculo,Magellanic Tapaculo,LC
15282,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus affinis,Ancash Tapaculo,Ancash Tapaculo,LC
15283,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus krabbei,White-winged Tapaculo,White-winged Tapaculo,NE
15284,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus androstictus,Loja Tapaculo,Loja Tapaculo,NE
15285,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus opacus,Paramo Tapaculo,Paramo Tapaculo,NE
15286,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus canus,Paramillo Tapaculo,Paramillo Tapaculo,NT
15287,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus superciliaris,White-browed Tapaculo,White-browed Tapaculo,LC
15288,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus superciliaris superciliaris,,,
15289,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus superciliaris santabarbarae,,,
15290,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus zimmeri,Zimmer's Tapaculo,Zimmer's Tapaculo,LC
15291,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus simonsi,Puna Tapaculo,Puna Tapaculo,LC
15292,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus schulenbergi,Diademed Tapaculo,Diademed Tapaculo,LC
15293,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus urubambae,Vilcabamba Tapaculo,Vilcabamba Tapaculo,LC
15294,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus whitneyi,Ampay Tapaculo,Ampay Tapaculo,NE
15295,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus frankeae,Jalca Tapaculo,Jalca Tapaculo,NE
15296,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus altirostris,Neblina Tapaculo,Neblina Tapaculo,NE
15297,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus parvirostris,Trilling Tapaculo,Trilling Tapaculo,LC
15298,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus bolivianus,Bolivian Tapaculo,Bolivian Tapaculo,LC
15299,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus atratus,White-crowned Tapaculo,White-crowned Tapaculo,LC
15300,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus atratus nigricans,,,
15301,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus atratus atratus,,,
15302,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus atratus confusus,,,
15303,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus sanctaemartae,Santa Marta Tapaculo,Santa Marta Tapaculo,NT
15304,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus micropterus,Long-tailed Tapaculo,Long-tailed Tapaculo,LC
15305,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus femoralis,Rufous-vented Tapaculo,Rufous-vented Tapaculo,LC
15306,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus intermedius,Utcubamba Tapaculo,Utcubamba Tapaculo,NE
15307,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus macropus,Large-footed Tapaculo,Large-footed Tapaculo,LC
15308,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus gettyae,Junin Tapaculo,Junin Tapaculo,NT
15309,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus unicolor,Unicolored Tapaculo,Unicolored Tapaculo,NT
15310,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus acutirostris,Tschudi's Tapaculo,Tschudi's Tapaculo,LC
15311,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus latrans,Blackish Tapaculo,Blackish Tapaculo,NE
15312,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus latrans latrans,,,
15313,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus latrans subcinereus,,,
15314,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus argentifrons,Silvery-fronted Tapaculo,Silvery-fronted Tapaculo,LC
15315,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus argentifrons argentifrons,,,
15316,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus argentifrons chiriquensis,,,
15317,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus vicinior,Narino Tapaculo,Nariño Tapaculo,LC
15318,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus panamensis,Tacarcuna Tapaculo,Tacarcuna Tapaculo,NT
15319,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus chocoensis,Choco Tapaculo,Choco Tapaculo,LC
15320,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus rodriguezi,Magdalena Tapaculo,Magdalena Tapaculo,EN
15321,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus rodriguezi yariguiorum,,,
15322,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus rodriguezi rodriguezi,,,
15323,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus stilesi,Stiles's Tapaculo,Stiles's Tapaculo,LC
15324,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus alvarezlopezi,Tatama Tapaculo,Tatama Tapaculo,NT
15325,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus robbinsi,El Oro Tapaculo,Ecuadorian Tapaculo,EN
15326,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus caracae,Caracas Tapaculo,Caracas Tapaculo,LC
15327,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus griseicollis,Pale-bellied Tapaculo,Pale-bellied Tapaculo,LC
15328,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus griseicollis gilesi,,,
15329,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus griseicollis griseicollis,,,
15330,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus griseicollis morenoi,,,
15331,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus latebricola,Brown-rumped Tapaculo,Brown-rumped Tapaculo,NT
15332,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus perijanus,Perija Tapaculo,Perija Tapaculo,NT
15333,species,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus meridanus,Merida Tapaculo,Merida Tapaculo,LC
15334,subspecies,Passeriformes,Rhinocryptidae,Tapaculos,Scytalopus meridanus meridanus,,,
